code_mission,year,season,localite,date_pose,numero_ligne,date_releve,numero_releve,numero_piege,trap_type,latitude_piege,longitude_piege,code_resultat,abbrev_resultat,resultat,numero_terrain,commentaire,taxon_capture,numero_centre,date_dissection,observations,sexe,poids,demogroup,longueur_tete_corps,longueur_queue,testicules,testicules_longueur,vesicule_seminale_taille,vulve_ouverte,lactation,cicatrices_placentaires_presentes,gestation,uterus,taxon_mamm,identification_method,category,type,treatment,hedgerow,broadleaved_class,length,bl_buff100,pine_height_mean,open_width,T_moy,T_max,T_min,H_moy,H_max,H_min,herb_cover,shrub_cover,tree_cover,total_cover,tree_H,PCA_lines_local_axis1,PCA_lines_local_axis2,PCA_plant_species_axis1,PCA_plant_species_axis2,CA_plant_species_axis1,CA_plant_species_axis2,plant_richness,herbaceous,shrub,tree
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,1,INRA,44.6159719,-0.5593106,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,2,INRA,44.6159937,-0.5592962,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,3,INRA,44.6160355,-0.5592778,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,4,INRA,44.6160502,-0.5592046,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,5,INRA,44.6160785,-0.5591555,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,6,INRA,44.616109,-0.5591004,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,7,INRA,44.6161281,-0.5590993,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,8,INRA,44.6161723,-0.5590302,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,9,INRA,44.6162067,-0.5590244,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,10,INRA,44.61628,-0.5589476,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,11,INRA,44.6163023,-0.5588945,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,12,INRA,44.6163017,-0.5588571,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,13,INRA,44.6163467,-0.5588059,2,FV,fermé vide,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,14,INRA,44.6164077,-0.5587,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,15,INRA,44.6164724,-0.5586461,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,16,INRA,44.6164483,-0.5585385,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,17,INRA,44.6164404,-0.5584585,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,18,INRA,44.6164961,-0.5584284,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,19,INRA,44.61654,-0.5583398,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,20,INRA,44.6165244,-0.5582514,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-05-31,1,21,nasse,44.6159583,-0.5594224,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-06-01,2,1,INRA,44.6159719,-0.5593106,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
Juin_2023,2023,Spring,FRA - BePrep - 1,2023-05-30,1,2023-06-01,2,2,INRA,44.6159937,-0.5592962,0,0,0,,,,,,,,,,,,,,,,,,,,,,hedgerows,NC_LB,NC,Yes,LB,103,0,13.45,18,19.08998635,26.19,12.59,81.34696009,96.70356303,57.84443697,24,20.6666666666667,49,93.6666666666667,1.44917553573076,0.479014543457263,0.180430595029283,3.74419663663445,3.7995551671044,-0.315100838813177,0.00321698152692969,20,15,8,6
